DATE,AWAY_TEAM,HOME_TEAM
3/19/24,NOP,BRK
3/19/24,DAL,SAS
3/19/24,DEN,MIN
3/20/24,MIA,CLE
3/20/24,IND,DET
3/20/24,MIL,BOS
3/20/24,SAC,TOR
3/20/24,UTA,OKC
3/20/24,MEM,GSW
3/20/24,PHI,PHO
3/20/24,LAC,POR
3/21/24,NOP,ORL
3/21/24,SAC,WAS
3/21/24,CHI,HOU
3/21/24,BRK,MIL
3/21/24,UTA,DAL
3/21/24,NYK,DEN
3/21/24,ATL,PHO
3/22/24,BOS,DET
3/22/24,OKC,TOR
3/22/24,NOP,MIA
3/22/24,CLE,MIN
3/22/24,MEM,SAS
3/22/24,IND,GSW
3/22/24,LAC,POR
3/22/24,PHI,LAL
3/23/24,BRK,NYK
3/23/24,SAC,ORL
3/23/24,CHO,ATL
3/23/24,BOS,CHI
3/23/24,UTA,HOU
3/23/24,PHO,SAS
3/23/24,TOR,WAS
3/23/24,DEN,POR
3/24/24,NOP,DET
3/24/24,PHI,LAC
3/24/24,CLE,MIA
3/24/24,OKC,MIL
3/24/24,GSW,MIN
3/24/24,IND,LAL
3/25/24,CHO,CLE
3/25/24,BOS,ATL
3/25/24,DET,NYK
3/25/24,BRK,TOR
3/25/24,WAS,CHI
3/25/24,POR,HOU
3/25/24,PHO,SAS
3/25/24,MEM,DEN
3/25/24,DAL,UTA
3/25/24,PHI,SAC
3/25/24,IND,LAC
3/26/24,GSW,MIA
3/26/24,LAL,MIL
3/26/24,OKC,NOP
3/26/24,DAL,SAC
3/27/24,CLE,CHO
3/27/24,GSW,ORL
3/27/24,BRK,WAS
3/27/24,POR,ATL
3/27/24,LAC,PHI
3/27/24,NYK,TOR
3/27/24,IND,CHI
3/27/24,LAL,MEM
3/27/24,DET,MIN
3/27/24,HOU,OKC
3/27/24,SAS,UTA
3/27/24,PHO,DEN
3/28/24,BOS,ATL
3/28/24,MIL,NOP
3/29/24,GSW,CHO
3/29/24,LAL,IND
3/29/24,LAC,ORL
3/29/24,DET,WAS
3/29/24,CHI,BRK
3/29/24,PHI,CLE
3/29/24,POR,MIA
3/29/24,PHO,OKC
3/29/24,NYK,SAS
3/29/24,MIN,DEN
3/29/24,HOU,UTA
3/29/24,DAL,SAC
3/30/24,BOS,NOP
3/30/24,MEM,ORL
3/30/24,MIL,ATL
3/31/24,CLE,DEN
3/31/24,LAL,BRK
3/31/24,LAC,CHO
3/31/24,PHI,TOR
3/31/24,MIA,WAS
3/31/24,DAL,HOU
3/31/24,CHI,MIN
3/31/24,OKC,NYK
3/31/24,GSW,SAS
3/31/24,UTA,SAC
4/1/24,BOS,CHO
4/1/24,MEM,DET
4/1/24,BRK,IND
4/1/24,POR,ORL
4/1/24,ATL,CHI
4/1/24,PHO,NOP
4/2/24,OKC,PHI
4/2/24,LAL,TOR
4/2/24,MIL,WAS
4/2/24,GSW,DAL
4/2/24,NYK,MIA
4/2/24,HOU,MIN
4/2/24,SAS,DEN
4/2/24,CLE,UTA
4/2/24,LAC,SAC
4/3/24,POR,CHO
4/3/24,LAL,WAS
4/3/24,DET,ATL
4/3/24,OKC,BOS
4/3/24,IND,BRK
4/3/24,MEM,MIL
4/3/24,TOR,MIN
4/3/24,ORL,NOP
4/3/24,CLE,PHO
4/4/24,PHI,MIA
4/4/24,SAC,NYK
4/4/24,GSW,HOU
4/4/24,DEN,LAC
4/5/24,ORL,CHO
4/5/24,OKC,IND
4/5/24,POR,WAS
4/5/24,SAC,BOS
4/5/24,NYK,CHI
4/5/24,MIA,HOU
4/5/24,DET,MEM
4/5/24,TOR,MIL
4/5/24,SAS,NOP
4/5/24,ATL,DAL
4/5/24,MIN,PHO
4/5/24,UTA,LAC
4/6/24,CLE,LAL
4/6/24,DET,BRK
4/6/24,PHI,MEM
4/6/24,ATL,DEN
4/7/24,HOU,DAL
4/7/24,CLE,LAC
4/7/24,MIA,IND
4/7/24,POR,BOS
4/7/24,OKC,CHO
4/7/24,CHI,ORL
4/7/24,NOP,PHO
4/7/24,WAS,TOR
4/7/24,NYK,MIL
4/7/24,PHI,SAS
4/7/24,SAC,BRK
4/7/24,UTA,GSW
4/7/24,MIN,LAL
4/9/24,DAL,CHO
4/9/24,DET,PHI
4/9/24,IND,TOR
4/9/24,MIA,ATL
4/9/24,BOS,MIL
4/9/24,NYK,CHI
4/9/24,ORL,HOU
4/9/24,SAS,MEM
4/9/24,WAS,MIN
4/9/24,SAC,OKC
4/9/24,DEN,UTA
4/9/24,GSW,LAL
4/9/24,LAC,PHO
4/9/24,NOP,POR
4/10/24,MEM,CLE
4/10/24,CHO,ATL
4/10/24,TOR,BRK
4/10/24,DAL,MIA
4/10/24,ORL,MIL
4/10/24,SAS,OKC
4/10/24,MIN,DEN
4/10/24,PHO,LAC
4/11/24,CHI,DET
4/11/24,NYK,BOS
4/11/24,HOU,UTA
4/11/24,GSW,POR
4/11/24,NOP,SAC
4/12/24,ORL,PHI
4/12/24,CHI,WAS
4/12/24,CHO,BOS
4/12/24,IND,CLE
4/12/24,BRK,NYK
4/12/24,LAL,MEM
4/12/24,TOR,MIA
4/12/24,ATL,MIN
4/12/24,MIL,OKC
4/12/24,DEN,SAS
4/12/24,DET,DAL
4/12/24,NOP,GSW
4/12/24,HOU,POR
4/12/24,UTA,LAC
4/12/24,PHO,SAC
4/14/24,WAS,BOS
4/14/24,CHO,CLE
4/14/24,ATL,IND
4/14/24,TOR,MIA
4/14/24,CHI,NYK
4/14/24,MIL,ORL
4/14/24,BRK,PHI
4/14/24,UTA,GSW
4/14/24,HOU,LAC
4/14/24,DEN,MEM
4/14/24,PHO,MIN
4/14/24,LAL,NOP
4/14/24,DAL,OKC
4/14/24,POR,SAC
4/14/24,DET,SAS
