,DATE,AWAY_TEAM,HOME_TEAM,AWAY_WP,HOME_WP
0,2023-04-02,TOR,CHO,0.896875,0.06979166666666667
1,2023-04-02,UTA,BRK,0.030208333333333334,0.9618055555555556
2,2023-04-02,MEM,CHI,0.6944444444444444,0.2826388888888889
3,2023-04-02,POR,MIN,0.4354166666666667,0.49201388888888886
4,2023-04-02,DAL,ATL,0.13742138364779874,0.789308176100629
5,2023-04-02,SAS,SAC,0.7022012578616352,0.1591194968553459
6,2023-04-02,DET,ORL,0.005902777777777778,0.9715277777777778
7,2023-04-02,WAS,NYK,0.4236111111111111,0.5177083333333333
8,2023-04-02,LAL,HOU,0.9770833333333333,0.006944444444444444
9,2023-04-02,PHO,OKC,0.7815972222222223,0.16666666666666666
10,2023-04-02,PHI,MIL,0.0,0.9927083333333333
11,2023-04-02,IND,CLE,0.5361111111111111,0.37604166666666666
12,2023-04-02,GSW,DEN,0.6295138888888889,0.33194444444444443
13,2023-04-04,TOR,CHO,0.6239583333333333,0.3402777777777778
14,2023-04-04,MIL,WAS,0.8899305555555556,0.036458333333333336
15,2023-04-04,CLE,ORL,0.5649305555555556,0.40520833333333334
16,2023-04-04,MIA,DET,0.7715277777777778,0.12986111111111112
17,2023-04-04,MIN,BRK,0.5100694444444445,0.4128472222222222
18,2023-04-04,DEN,HOU,0.4708333333333333,0.4170138888888889
19,2023-04-04,POR,MEM,0.084375,0.8086805555555555
20,2023-04-04,SAC,NOP,0.75,0.20694444444444443
21,2023-04-04,BOS,PHI,0.13576388888888888,0.7309027777777778
22,2023-04-04,ATL,CHI,0.9815972222222222,0.005902777777777778
23,2023-04-04,LAL,UTA,0.8147798742138365,0.10880503144654088
24,2023-04-04,OKC,GSW,0.7614583333333333,0.15694444444444444
25,2023-04-04,SAS,PHO,0.0,0.9815972222222222
26,2023-04-05,BRK,DET,0.8625,0.09027777777777778
27,2023-04-05,NYK,IND,0.7666666666666667,0.12083333333333333
28,2023-04-05,WAS,ATL,0.24097222222222223,0.7003472222222222
29,2023-04-05,TOR,BOS,0.17465277777777777,0.7850694444444445
30,2023-04-05,CHI,MIL,0.2517361111111111,0.6947916666666667
31,2023-04-05,MEM,NOP,0.7216981132075472,0.2078616352201258
32,2023-04-05,SAC,DAL,0.5013888888888889,0.4128472222222222
33,2023-04-05,LAL,LAC,0.00625,0.9826388888888888
34,2023-04-06,CLE,ORL,0.6263888888888889,0.35833333333333334
35,2023-04-06,MIA,PHI,0.9340277777777778,0.044097222222222225
36,2023-04-06,POR,SAS,0.45590277777777777,0.4482638888888889
37,2023-04-06,OKC,UTA,0.9142361111111111,0.030208333333333334
38,2023-04-06,DEN,PHO,0.30243055555555554,0.5739583333333333
39,2023-04-07,HOU,CHO,0.7027777777777777,0.1892361111111111
40,2023-04-07,MIA,WAS,0.10902777777777778,0.8159722222222222
41,2023-04-07,DET,IND,0.8041666666666667,0.16979166666666667
42,2023-04-07,ORL,BRK,0.07152777777777777,0.890625
43,2023-04-07,TOR,BOS,0.025694444444444443,0.9409722222222222
44,2023-04-07,PHI,ATL,0.2588050314465409,0.7066037735849057
45,2023-04-07,MEM,MIL,0.6982638888888889,0.2517361111111111
46,2023-04-07,NYK,NOP,0.12638888888888888,0.7847222222222222
47,2023-04-07,CHI,DAL,0.22743055555555555,0.7204861111111112
48,2023-04-07,GSW,SAC,0.9798611111111111,0.0
49,2023-04-07,PHO,LAL,0.42569444444444443,0.4878472222222222
50,2023-04-08,DEN,UTA,0.2847222222222222,0.6618055555555555
51,2023-04-08,POR,LAC,0.3684027777777778,0.5982638888888889
52,2023-04-08,MIN,SAS,0.8097222222222222,0.12465277777777778
53,2023-04-09,ATL,BOS,0.175,0.7756944444444445
54,2023-04-09,PHI,BRK,0.9451388888888889,0.03090277777777778
55,2023-04-09,DET,CHI,0.0045138888888888885,0.9729166666666667
56,2023-04-09,CHO,CLE,0.20972222222222223,0.7267361111111111
57,2023-04-09,ORL,MIA,0.41041666666666665,0.4756944444444444
58,2023-04-09,IND,NYK,0.24583333333333332,0.7131944444444445
59,2023-04-09,MIL,TOR,0.07118055555555555,0.903125
60,2023-04-09,HOU,WAS,0.22534722222222223,0.6829861111111111
61,2023-04-09,SAS,DAL,0.9913194444444444,0.0
62,2023-04-09,SAC,DEN,0.6659722222222222,0.3125
63,2023-04-09,UTA,LAL,0.04236111111111111,0.9534722222222223
64,2023-04-09,NOP,MIN,0.7805555555555556,0.1684027777777778
65,2023-04-09,MEM,OKC,0.25590277777777776,0.5961805555555556
66,2023-04-09,LAC,PHO,0.24791666666666667,0.6736111111111112
67,2023-04-09,GSW,POR,0.9930555555555556,0.0
