,DATE,AWAY_TEAM,HOME_TEAM,AWAY_WP,HOME_WP
0,2022-11-18,MIA,WAS,0.6166666666666667,0.25754716981132075
1,2022-11-18,CHO,CLE,0.09568965517241379,0.8729885057471264
2,2022-11-18,MIL,PHI,0.6010416666666667,0.33611111111111114
3,2022-11-18,ORL,CHI,0.9045138888888888,0.018055555555555554
4,2022-11-18,IND,HOU,0.2881944444444444,0.6909722222222222
5,2022-11-18,OKC,MEM,0.0,0.9833333333333333
6,2022-11-18,DEN,DAL,0.08125,0.8159722222222222
7,2022-11-18,BOS,NOP,0.9576388888888889,0.023958333333333335
8,2022-11-18,PHO,UTA,0.011458333333333333,0.95
9,2022-11-18,NYK,GSW,0.0125,0.9628472222222222
10,2022-11-18,DET,LAL,0.34270833333333334,0.5871527777777777
11,2022-11-19,TOR,ATL,0.6279874213836478,0.2522012578616352
12,2022-11-19,ORL,IND,0.7232638888888889,0.23402777777777778
13,2022-11-19,MIN,PHI,0.8215277777777777,0.11631944444444445
14,2022-11-19,UTA,POR,0.5840277777777778,0.37395833333333334
15,2022-11-19,SAS,LAC,0.0,0.9791666666666666
16,2022-11-20,NYK,PHO,0.009375,0.9524305555555556
17,2022-11-20,DET,SAC,0.5708333333333333,0.3645833333333333
18,2022-11-20,CHO,WAS,0.11388888888888889,0.8517361111111111
19,2022-11-20,MEM,BRK,0.24340277777777777,0.7298611111111111
20,2022-11-20,MIA,CLE,0.20243055555555556,0.7597222222222222
21,2022-11-20,GSW,HOU,0.5506944444444445,0.40347222222222223
22,2022-11-20,DEN,DAL,0.6802083333333333,0.22291666666666668
23,2022-11-20,SAS,LAL,0.044444444444444446,0.9288194444444444
24,2022-11-21,ATL,CLE,0.16493055555555555,0.8006944444444445
25,2022-11-21,ORL,IND,0.14791666666666667,0.8211805555555556
26,2022-11-21,BOS,CHI,0.015277777777777777,0.9472222222222222
27,2022-11-21,POR,MIL,0.20625,0.7208333333333333
28,2022-11-21,MIA,MIN,0.5982638888888889,0.3298611111111111
29,2022-11-21,GSW,NOP,0.016319444444444445,0.9701388888888889
30,2022-11-21,NYK,OKC,0.9072916666666667,0.06805555555555555
31,2022-11-21,UTA,LAC,0.215625,0.7069444444444445
32,2022-11-22,BRK,PHI,0.153125,0.8034722222222223
33,2022-11-22,SAC,MEM,0.6472222222222223,0.3013888888888889
34,2022-11-22,DET,DEN,0.6552083333333333,0.25243055555555555
35,2022-11-22,LAL,PHO,0.06944444444444445,0.8322916666666667
36,2022-11-23,PHI,CHO,0.7041666666666667,0.26319444444444445
37,2022-11-23,POR,CLE,0.08958333333333333,0.8284722222222223
38,2022-11-23,MIN,IND,0.9847222222222223,0.007291666666666667
39,2022-11-23,SAC,ATL,0.010416666666666666,0.9354166666666667
40,2022-11-23,DAL,BOS,0.016666666666666666,0.9524305555555556
41,2022-11-23,WAS,MIA,0.22569444444444445,0.7649305555555556
42,2022-11-23,BRK,TOR,0.9440972222222223,0.04548611111111111
43,2022-11-23,CHI,MIL,0.30069444444444443,0.5847222222222223
44,2022-11-23,DEN,OKC,0.5742138364779874,0.38616352201257864
45,2022-11-23,NOP,SAS,0.9743055555555555,0.0
46,2022-11-23,DET,UTA,0.9572916666666667,0.027777777777777776
47,2022-11-23,LAC,GSW,0.046875,0.9319444444444445
48,2022-11-25,MIN,CHO,0.590625,0.3746527777777778
49,2022-11-25,PHI,ORL,0.5402777777777777,0.4479166666666667
50,2022-11-25,POR,NYK,0.41729559748427675,0.46320754716981133
51,2022-11-25,SAC,BOS,0.18993055555555555,0.7545138888888889
52,2022-11-25,ATL,HOU,0.628125,0.35347222222222224
53,2022-11-25,BRK,IND,0.7385416666666667,0.20034722222222223
54,2022-11-25,NOP,MEM,0.0,0.9864583333333333
55,2022-11-25,WAS,MIA,0.7104166666666667,0.13645833333333332
56,2022-11-25,CLE,MIL,0.5892361111111111,0.40243055555555557
57,2022-11-25,CHI,OKC,0.3339622641509434,0.5355345911949686
