DATE,AWAY_TEAM,HOME_TEAM
Feb 8 2023,SAC,HOU
Feb 8 2023,MIN,UTA
Feb 8 2023,DAL,LAC
Feb 8 2023,GSW,POR
Feb 9 2023,DEN,ORL
Feb 9 2023,PHO,ATL
Feb 9 2023,CHI,BRK
Feb 9 2023,MIL,LAL
Feb 10 2023,SAS,DET
Feb 10 2023,PHO,IND
Feb 10 2023,NYK,PHI
Feb 10 2023,CHO,BOS
Feb 10 2023,UTA,TOR
Feb 10 2023,MIN,MEM
Feb 10 2023,HOU,MIA
Feb 10 2023,CLE,NOP
Feb 10 2023,OKC,POR
Feb 10 2023,DAL,SAC
Feb 10 2023,MIL,LAC
Feb 11 2023,PHI,BRK
Feb 11 2023,DEN,CHO
Feb 11 2023,MIA,ORL
Feb 11 2023,IND,WAS
Feb 11 2023,SAS,ATL
Feb 11 2023,UTA,NYK
Feb 11 2023,CHI,CLE
Feb 11 2023,LAL,GSW
Feb 11 2023,DAL,SAC
Feb 12 2023,MEM,BOS
Feb 12 2023,DET,TOR
Feb 13 2023,ATL,CHO
Feb 13 2023,SAS,CLE
Feb 13 2023,UTA,IND
Feb 13 2023,HOU,PHI
Feb 13 2023,DEN,MIA
Feb 13 2023,BRK,NYK
Feb 13 2023,ORL,CHI
Feb 13 2023,NOP,OKC
Feb 13 2023,MIN,DAL
Feb 13 2023,WAS,GSW
Feb 13 2023,LAL,POR
Feb 14 2023,BOS,MIL
Feb 14 2023,ORL,TOR
Feb 14 2023,SAC,PHO
Feb 14 2023,GSW,LAC
Feb 14 2023,WAS,POR
Feb 15 2023,SAS,CHO
Feb 15 2023,CHI,IND
Feb 15 2023,NYK,ATL
Feb 15 2023,DET,BOS
Feb 15 2023,MIA,BRK
Feb 15 2023,CLE,PHI
Feb 15 2023,UTA,MEM
Feb 15 2023,HOU,OKC
Feb 15 2023,DAL,DEN
Feb 15 2023,NOP,LAL
Feb 16 2023,MIL,CHI
Feb 16 2023,WAS,MIN
Feb 16 2023,LAC,PHO
Feb 23 2023,DEN,CLE
Feb 23 2023,BOS,IND
Feb 23 2023,DET,ORL
Feb 23 2023,MEM,PHI
Feb 23 2023,NOP,TOR
Feb 23 2023,SAS,DAL
Feb 23 2023,OKC,UTA
Feb 23 2023,GSW,LAL
Feb 23 2023,POR,SAC
Feb 24 2023,NYK,WAS
Feb 24 2023,CLE,ATL
Feb 24 2023,MIA,MIL
Feb 24 2023,BRK,CHI
Feb 24 2023,CHO,MIN
Feb 24 2023,HOU,GSW
Feb 24 2023,OKC,PHO
Feb 24 2023,SAC,LAC
Feb 25 2023,TOR,DET
Feb 25 2023,MIA,CHO
Feb 25 2023,IND,ORL
Feb 25 2023,NOP,NYK
Feb 25 2023,DEN,MEM
Feb 25 2023,BOS,PHI
Feb 25 2023,SAS,UTA
Feb 26 2023,PHO,MIL
Feb 26 2023,BRK,ATL
Feb 26 2023,WAS,CHI
Feb 26 2023,LAL,DAL
Feb 26 2023,TOR,CLE
Feb 26 2023,SAC,OKC
Feb 26 2023,MIN,GSW
Feb 26 2023,HOU,POR
Feb 26 2023,LAC,DEN
Feb 27 2023,DET,CHO
Feb 27 2023,MIA,PHI
Feb 27 2023,BOS,NYK
Feb 27 2023,ORL,NOP
Feb 28 2023,WAS,ATL
Feb 28 2023,MIL,BRK
Feb 28 2023,LAL,MEM
Feb 28 2023,CHI,TOR
Feb 28 2023,DEN,HOU
Feb 28 2023,SAC,OKC
Feb 28 2023,IND,DAL
Feb 28 2023,SAS,UTA
Feb 28 2023,POR,GSW
Feb 28 2023,MIN,LAC
Mar 1 2023,PHO,CHO
Mar 1 2023,CHI,DET
Mar 1 2023,CLE,BOS
Mar 1 2023,PHI,MIA
Mar 1 2023,BRK,NYK
Mar 1 2023,MEM,HOU
Mar 1 2023,ORL,MIL
Mar 1 2023,LAL,OKC
Mar 1 2023,NOP,POR
Mar 2 2023,TOR,WAS
Mar 2 2023,PHI,DAL
Mar 2 2023,IND,SAS
Mar 2 2023,LAC,GSW
Mar 3 2023,ORL,CHO
Mar 3 2023,POR,ATL
Mar 3 2023,BRK,BOS
Mar 3 2023,PHO,CHI
Mar 3 2023,NYK,MIA
Mar 3 2023,UTA,OKC
Mar 3 2023,MEM,DEN
Mar 3 2023,NOP,GSW
Mar 3 2023,LAC,SAC
Mar 3 2023,MIN,LAL
Mar 4 2023,TOR,WAS
Mar 4 2023,DET,CLE
Mar 4 2023,ATL,MIA
Mar 4 2023,HOU,SAS
Mar 4 2023,PHI,MIL
Mar 4 2023,MIN,SAC
Mar 5 2023,PHO,DAL
Mar 5 2023,IND,CHI
Mar 5 2023,GSW,LAL
Mar 5 2023,CHO,BRK
Mar 5 2023,POR,ORL
Mar 5 2023,SAS,HOU
Mar 5 2023,UTA,OKC
Mar 5 2023,NYK,BOS
Mar 5 2023,MIL,WAS
Mar 5 2023,MEM,LAC
Mar 6 2023,BOS,CLE
Mar 6 2023,POR,DET
Mar 6 2023,PHI,IND
Mar 6 2023,ATL,MIA
Mar 6 2023,TOR,DEN
Mar 6 2023,NOP,SAC
Mar 7 2023,WAS,DET
Mar 7 2023,MIL,ORL
Mar 7 2023,PHI,MIN
Mar 7 2023,CHO,NYK
Mar 7 2023,BRK,HOU
Mar 7 2023,GSW,OKC
Mar 7 2023,UTA,DAL
Mar 7 2023,MEM,LAL
Mar 8 2023,ATL,WAS
Mar 8 2023,POR,BOS
Mar 8 2023,CLE,MIA
Mar 8 2023,DAL,NOP
Mar 8 2023,CHI,DEN
Mar 8 2023,OKC,PHO
Mar 8 2023,TOR,LAC
Mar 9 2023,CHO,DET
Mar 9 2023,HOU,IND
Mar 9 2023,UTA,ORL
Mar 9 2023,GSW,MEM
Mar 9 2023,BRK,MIL
Mar 9 2023,NYK,SAC
Mar 10 2023,POR,PHI
Mar 10 2023,ATL,WAS
Mar 10 2023,CLE,MIA
Mar 10 2023,BRK,MIN
Mar 10 2023,DEN,SAS
Mar 10 2023,TOR,LAL
Mar 11 2023,NYK,LAC
Mar 11 2023,UTA,CHO
Mar 11 2023,IND,DET
Mar 11 2023,MIA,ORL
Mar 11 2023,BOS,ATL
Mar 11 2023,CHI,HOU
Mar 11 2023,DAL,MEM
Mar 11 2023,MIL,GSW
Mar 11 2023,OKC,NOP
Mar 11 2023,SAC,PHO
Mar 12 2023,BRK,DEN
Mar 12 2023,CLE,CHO
Mar 12 2023,WAS,PHI
Mar 12 2023,POR,NOP
Mar 12 2023,OKC,SAS
Mar 12 2023,NYK,LAL
Mar 13 2023,IND,DET
Mar 13 2023,MIN,ATL
Mar 13 2023,MEM,DAL
Mar 13 2023,UTA,MIA
Mar 13 2023,BOS,HOU
Mar 13 2023,PHO,GSW
Mar 13 2023,MIL,SAC
Mar 14 2023,CLE,CHO
Mar 14 2023,DET,WAS
Mar 14 2023,DEN,TOR
Mar 14 2023,LAL,NOP
Mar 14 2023,BRK,OKC
Mar 14 2023,ORL,SAS
Mar 14 2023,MIL,PHO
Mar 14 2023,NYK,POR
Mar 15 2023,PHI,CLE
Mar 15 2023,MEM,MIA
Mar 15 2023,SAC,CHI
Mar 15 2023,LAL,HOU
Mar 15 2023,BOS,MIN
Mar 15 2023,DAL,SAS
Mar 15 2023,GSW,LAC
Mar 16 2023,DEN,DET
Mar 16 2023,SAC,BRK
Mar 16 2023,OKC,TOR
Mar 16 2023,IND,MIL
Mar 16 2023,ORL,PHO
Mar 17 2023,PHI,CHO
Mar 17 2023,GSW,ATL
Mar 17 2023,WAS,CLE
Mar 17 2023,MIN,CHI
Mar 17 2023,NOP,HOU
Mar 17 2023,MEM,SAS
Mar 17 2023,BOS,POR
Mar 17 2023,DAL,LAL
Mar 18 2023,DEN,NYK
Mar 18 2023,ORL,LAC
Mar 18 2023,PHI,IND
Mar 18 2023,MIN,TOR
Mar 18 2023,MIA,CHI
Mar 18 2023,GSW,MEM
Mar 18 2023,SAC,WAS
Mar 18 2023,BOS,UTA
Mar 19 2023,DEN,BRK
Mar 19 2023,PHO,OKC
Mar 19 2023,ATL,SAS
Mar 19 2023,MIA,DET
Mar 19 2023,NOP,HOU
Mar 19 2023,TOR,MIL
Mar 19 2023,LAC,POR
Mar 19 2023,ORL,LAL
Mar 20 2023,IND,CHO
Mar 20 2023,CHI,PHI
Mar 20 2023,MIN,NYK
Mar 20 2023,GSW,HOU
Mar 20 2023,DAL,MEM
Mar 20 2023,SAC,UTA
Mar 21 2023,WAS,ORL
Mar 21 2023,DET,ATL
Mar 21 2023,CLE,BRK
Mar 21 2023,SAS,NOP
Mar 21 2023,BOS,SAC
Mar 21 2023,OKC,LAC
Mar 22 2023,DEN,WAS
Mar 22 2023,GSW,DAL
Mar 22 2023,NYK,MIA
Mar 22 2023,IND,TOR
Mar 22 2023,PHI,CHI
Mar 22 2023,HOU,MEM
Mar 22 2023,SAS,MIL
Mar 22 2023,ATL,MIN
Mar 22 2023,POR,UTA
Mar 22 2023,PHO,LAL
Mar 23 2023,NYK,ORL
Mar 23 2023,CLE,BRK
Mar 23 2023,CHO,NOP
Mar 23 2023,OKC,LAC
Mar 24 2023,IND,BOS
Mar 24 2023,SAS,WAS
Mar 24 2023,DET,TOR
Mar 24 2023,HOU,MEM
Mar 24 2023,CHO,DAL
Mar 24 2023,MIL,UTA
Mar 24 2023,PHI,GSW
Mar 24 2023,CHI,POR
Mar 24 2023,PHO,SAC
Mar 24 2023,OKC,LAL
Mar 25 2023,IND,ATL
Mar 25 2023,BRK,MIA
Mar 25 2023,MIL,DEN
Mar 25 2023,PHI,PHO
Mar 25 2023,UTA,SAC
Mar 25 2023,NOP,LAC
Mar 26 2023,DAL,CHO
Mar 26 2023,CHI,LAL
Mar 26 2023,MEM,ATL
Mar 26 2023,SAS,BOS
Mar 26 2023,HOU,CLE
Mar 26 2023,BRK,ORL
Mar 26 2023,WAS,TOR
Mar 26 2023,OKC,POR
Mar 26 2023,MIN,GSW
Mar 27 2023,MIL,DET
Mar 27 2023,DAL,IND
Mar 27 2023,HOU,NYK
Mar 27 2023,PHO,UTA
Mar 27 2023,PHI,DEN
Mar 27 2023,NOP,POR
Mar 27 2023,MIN,SAC
Mar 27 2023,CHI,LAC
Mar 28 2023,BOS,WAS
Mar 28 2023,CLE,ATL
Mar 28 2023,MIA,TOR
Mar 28 2023,ORL,MEM
Mar 28 2023,CHO,OKC
Mar 28 2023,NOP,GSW
Mar 29 2023,MIL,IND
Mar 29 2023,HOU,BRK
Mar 29 2023,MIA,NYK
Mar 29 2023,DAL,PHI
Mar 29 2023,LAL,CHI
Mar 29 2023,LAC,MEM
Mar 29 2023,DET,OKC
Mar 29 2023,UTA,SAS
Mar 29 2023,MIN,PHO
Mar 29 2023,SAC,POR
Mar 30 2023,BOS,MIL
Mar 30 2023,NOP,DEN
Mar 31 2023,CHI,CHO
Mar 31 2023,OKC,IND
Mar 31 2023,TOR,PHI
Mar 31 2023,ORL,WAS
Mar 31 2023,UTA,BOS
Mar 31 2023,ATL,BRK
Mar 31 2023,NYK,CLE
Mar 31 2023,DET,HOU
Mar 31 2023,LAC,MEM
Mar 31 2023,LAL,MIN
Mar 31 2023,SAS,GSW
Mar 31 2023,SAC,POR
Mar 31 2023,DEN,PHO
Apr 1 2023,DAL,MIA
Apr 1 2023,LAC,NOP
Apr 2 2023,TOR,CHO
Apr 2 2023,UTA,BRK
Apr 2 2023,MEM,CHI
Apr 2 2023,POR,MIN
Apr 2 2023,DAL,ATL
Apr 2 2023,SAS,SAC
Apr 2 2023,DET,ORL
Apr 2 2023,WAS,NYK
Apr 2 2023,LAL,HOU
Apr 2 2023,PHO,OKC
Apr 2 2023,PHI,MIL
Apr 2 2023,IND,CLE
Apr 2 2023,GSW,DEN
Apr 4 2023,TOR,CHO
Apr 4 2023,MIL,WAS
Apr 4 2023,CLE,ORL
Apr 4 2023,MIA,DET
Apr 4 2023,MIN,BRK
Apr 4 2023,DEN,HOU
Apr 4 2023,POR,MEM
Apr 4 2023,SAC,NOP
Apr 4 2023,BOS,PHI
Apr 4 2023,ATL,CHI
Apr 4 2023,LAL,UTA
Apr 4 2023,OKC,GSW
Apr 4 2023,SAS,PHO
Apr 5 2023,BRK,DET
Apr 5 2023,NYK,IND
Apr 5 2023,WAS,ATL
Apr 5 2023,TOR,BOS
Apr 5 2023,CHI,MIL
Apr 5 2023,MEM,NOP
Apr 5 2023,SAC,DAL
Apr 5 2023,LAL,LAC
Apr 6 2023,CLE,ORL
Apr 6 2023,MIA,PHI
Apr 6 2023,POR,SAS
Apr 6 2023,OKC,UTA
Apr 6 2023,DEN,PHO
Apr 7 2023,HOU,CHO
Apr 7 2023,MIA,WAS
Apr 7 2023,DET,IND
Apr 7 2023,ORL,BRK
Apr 7 2023,TOR,BOS
Apr 7 2023,PHI,ATL
Apr 7 2023,MEM,MIL
Apr 7 2023,NYK,NOP
Apr 7 2023,CHI,DAL
Apr 7 2023,GSW,SAC
Apr 7 2023,PHO,LAL
Apr 8 2023,DEN,UTA
Apr 8 2023,POR,LAC
Apr 8 2023,MIN,SAS
Apr 9 2023,ATL,BOS
Apr 9 2023,PHI,BRK
Apr 9 2023,DET,CHI
Apr 9 2023,CHO,CLE
Apr 9 2023,ORL,MIA
Apr 9 2023,IND,NYK
Apr 9 2023,MIL,TOR
Apr 9 2023,HOU,WAS
Apr 9 2023,SAS,DAL
Apr 9 2023,SAC,DEN
Apr 9 2023,UTA,LAL
Apr 9 2023,NOP,MIN
Apr 9 2023,MEM,OKC
Apr 9 2023,LAC,PHO
Apr 9 2023,GSW,POR
